index,Timestamp,latitude,longitude,tagsArray
11,2023-10-14 18:07:46,7.003095,-73.9116533,"[{""TagID"":""0700EE00A0338EA2"",""Rssi"":-25,""Numero"":0},{""TagID"":""0700EE00A0562596"",""Rssi"":-25,""Numero"":1},{""TagID"":""0700EE00A04092E3"",""Rssi"":-25,""Numero"":2},{""TagID"":""0700EE00A05201D0"",""Rssi"":-25,""Numero"":3},{""TagID"":""0700EE00A03431D6"",""Rssi"":-25,""Numero"":4},{""TagID"":""0700EE00A01621D4"",""Rssi"":-25,""Numero"":5},{""TagID"":""0700EE00A0853372"",""Rssi"":-25,""Numero"":6},{""TagID"":""0700EE00A044B6A5"",""Rssi"":-25,""Numero"":7},{""TagID"":""0700EE00A0828C06"",""Rssi"":-25,""Numero"":8},{""TagID"":""0700EE00A00729D5"",""Rssi"":-25,""Numero"":9},{""TagID"":""0700EE00A055BEA4"",""Rssi"":-25,""Numero"":10}]"
12,2023-10-14 18:07:45,7.0031133,-73.9116816,"[{""TagID"":""0700EE00A0338EA2"",""Rssi"":-28,""Numero"":0},{""TagID"":""0700EE00A0562596"",""Rssi"":-28,""Numero"":1},{""TagID"":""0700EE00A04092E3"",""Rssi"":-28,""Numero"":2},{""TagID"":""0700EE00A05201D0"",""Rssi"":-28,""Numero"":3},{""TagID"":""0700EE00A03431D6"",""Rssi"":-28,""Numero"":4},{""TagID"":""0700EE00A01621D4"",""Rssi"":-28,""Numero"":5},{""TagID"":""0700EE00A0853372"",""Rssi"":-28,""Numero"":6},{""TagID"":""0700EE00A044B6A5"",""Rssi"":-28,""Numero"":7},{""TagID"":""0700EE00A0828C06"",""Rssi"":-28,""Numero"":8},{""TagID"":""0700EE00A00729D5"",""Rssi"":-28,""Numero"":9},{""TagID"":""0700EE00A055BEA4"",""Rssi"":-28,""Numero"":10},{""TagID"":""0700EE00A01017B1"",""Rssi"":-28,""Numero"":11}]"
13,2023-10-14 18:07:42,7.0031916,-73.9117033,"[{""TagID"":""0700EE00A0338EA2"",""Rssi"":-27,""Numero"":0},{""TagID"":""0700EE00A0562596"",""Rssi"":-27,""Numero"":1},{""TagID"":""0700EE00A04092E3"",""Rssi"":-27,""Numero"":2},{""TagID"":""0700EE00A05201D0"",""Rssi"":-27,""Numero"":3},{""TagID"":""0700EE00A03431D6"",""Rssi"":-27,""Numero"":4},{""TagID"":""0700EE00A01621D4"",""Rssi"":-27,""Numero"":5},{""TagID"":""0700EE00A0853372"",""Rssi"":-27,""Numero"":6},{""TagID"":""0700EE00A044B6A5"",""Rssi"":-27,""Numero"":7},{""TagID"":""0700EE00A0828C06"",""Rssi"":-27,""Numero"":8},{""TagID"":""0700EE00A00729D5"",""Rssi"":-27,""Numero"":9},{""TagID"":""0700EE00A055BEA4"",""Rssi"":-27,""Numero"":10},{""TagID"":""0700EE00A01017B1"",""Rssi"":-27,""Numero"":11},{""TagID"":""0700EE00A07011D2"",""Rssi"":-27,""Numero"":12}]"
14,2023-10-14 18:07:39,7.0032883,-73.9116916,"[{""TagID"":""0700EE00A0338EA2"",""Rssi"":-26,""Numero"":0},{""TagID"":""0700EE00A0562596"",""Rssi"":-26,""Numero"":1},{""TagID"":""0700EE00A04092E3"",""Rssi"":-26,""Numero"":2},{""TagID"":""0700EE00A05201D0"",""Rssi"":-26,""Numero"":3},{""TagID"":""0700EE00A03431D6"",""Rssi"":-26,""Numero"":4},{""TagID"":""0700EE00A01621D4"",""Rssi"":-26,""Numero"":5},{""TagID"":""0700EE00A0853372"",""Rssi"":-26,""Numero"":6},{""TagID"":""0700EE00A044B6A5"",""Rssi"":-26,""Numero"":7},{""TagID"":""0700EE00A0828C06"",""Rssi"":-26,""Numero"":8},{""TagID"":""0700EE00A00729D5"",""Rssi"":-26,""Numero"":9},{""TagID"":""0700EE00A055BEA4"",""Rssi"":-26,""Numero"":10},{""TagID"":""0700EE00A01017B1"",""Rssi"":-26,""Numero"":11},{""TagID"":""0700EE00A07011D2"",""Rssi"":-26,""Numero"":12},{""TagID"":""0700EE00A075BC85"",""Rssi"":-26,""Numero"":13}]"
15,2023-10-14 18:07:37,7.0033533,-73.911675,"[{""TagID"":""0700EE00A0338EA2"",""Rssi"":-26,""Numero"":0},{""TagID"":""0700EE00A0562596"",""Rssi"":-26,""Numero"":1},{""TagID"":""0700EE00A04092E3"",""Rssi"":-26,""Numero"":2},{""TagID"":""0700EE00A05201D0"",""Rssi"":-26,""Numero"":3},{""TagID"":""0700EE00A03431D6"",""Rssi"":-26,""Numero"":4},{""TagID"":""0700EE00A01621D4"",""Rssi"":-26,""Numero"":5},{""TagID"":""0700EE00A0853372"",""Rssi"":-26,""Numero"":6},{""TagID"":""0700EE00A044B6A5"",""Rssi"":-26,""Numero"":7},{""TagID"":""0700EE00A0828C06"",""Rssi"":-26,""Numero"":8},{""TagID"":""0700EE00A00729D5"",""Rssi"":-26,""Numero"":9},{""TagID"":""0700EE00A055BEA4"",""Rssi"":-26,""Numero"":10},{""TagID"":""0700EE00A01017B1"",""Rssi"":-26,""Numero"":11},{""TagID"":""0700EE00A07011D2"",""Rssi"":-26,""Numero"":12},{""TagID"":""0700EE00A075BC85"",""Rssi"":-26,""Numero"":13},{""TagID"":""0700EE00A0809E25"",""Rssi"":-26,""Numero"":14}]"
16,2023-10-14 18:06:39,7.0036166,-73.9117833,"[{""TagID"":""0700EE00A0338EA2"",""Rssi"":-27,""Numero"":0},{""TagID"":""0700EE00A0562596"",""Rssi"":-27,""Numero"":1},{""TagID"":""0700EE00A04092E3"",""Rssi"":-27,""Numero"":2},{""TagID"":""0700EE00A05201D0"",""Rssi"":-27,""Numero"":3},{""TagID"":""0700EE00A03431D6"",""Rssi"":-27,""Numero"":4},{""TagID"":""0700EE00A01621D4"",""Rssi"":-27,""Numero"":5},{""TagID"":""0700EE00A0853372"",""Rssi"":-27,""Numero"":6},{""TagID"":""0700EE00A044B6A5"",""Rssi"":-27,""Numero"":7},{""TagID"":""0700EE00A0828C06"",""Rssi"":-27,""Numero"":8},{""TagID"":""0700EE00A00729D5"",""Rssi"":-27,""Numero"":9},{""TagID"":""0700EE00A055BEA4"",""Rssi"":-27,""Numero"":10},{""TagID"":""0700EE00A01017B1"",""Rssi"":-27,""Numero"":11},{""TagID"":""0700EE00A07011D2"",""Rssi"":-27,""Numero"":12},{""TagID"":""0700EE00A075BC85"",""Rssi"":-27,""Numero"":13},{""TagID"":""0700EE00A0809E25"",""Rssi"":-27,""Numero"":14},{""TagID"":""0700EE00A026A2E5"",""Rssi"":-27,""Numero"":15}]"
17,2023-10-14 18:06:36,7.003655,-73.9117999,"[{""TagID"":""0700EE00A0338EA2"",""Rssi"":-27,""Numero"":0},{""TagID"":""0700EE00A0562596"",""Rssi"":-27,""Numero"":1},{""TagID"":""0700EE00A04092E3"",""Rssi"":-27,""Numero"":2},{""TagID"":""0700EE00A05201D0"",""Rssi"":-27,""Numero"":3},{""TagID"":""0700EE00A03431D6"",""Rssi"":-27,""Numero"":4},{""TagID"":""0700EE00A01621D4"",""Rssi"":-27,""Numero"":5},{""TagID"":""0700EE00A0853372"",""Rssi"":-27,""Numero"":6},{""TagID"":""0700EE00A044B6A5"",""Rssi"":-27,""Numero"":7},{""TagID"":""0700EE00A0828C06"",""Rssi"":-27,""Numero"":8},{""TagID"":""0700EE00A00729D5"",""Rssi"":-27,""Numero"":9},{""TagID"":""0700EE00A055BEA4"",""Rssi"":-27,""Numero"":10},{""TagID"":""0700EE00A01017B1"",""Rssi"":-27,""Numero"":11},{""TagID"":""0700EE00A07011D2"",""Rssi"":-27,""Numero"":12},{""TagID"":""0700EE00A075BC85"",""Rssi"":-27,""Numero"":13},{""TagID"":""0700EE00A0809E25"",""Rssi"":-27,""Numero"":14},{""TagID"":""0700EE00A026A2E5"",""Rssi"":-27,""Numero"":15},{""TagID"":""0700EE00A046A486"",""Rssi"":-27,""Numero"":16}]"
18,2023-10-14 18:06:35,7.0036833,-73.9118166,"[{""TagID"":""0700EE00A0338EA2"",""Rssi"":-27,""Numero"":0},{""TagID"":""0700EE00A0562596"",""Rssi"":-27,""Numero"":1},{""TagID"":""0700EE00A04092E3"",""Rssi"":-27,""Numero"":2},{""TagID"":""0700EE00A05201D0"",""Rssi"":-27,""Numero"":3},{""TagID"":""0700EE00A03431D6"",""Rssi"":-27,""Numero"":4},{""TagID"":""0700EE00A01621D4"",""Rssi"":-27,""Numero"":5},{""TagID"":""0700EE00A0853372"",""Rssi"":-27,""Numero"":6},{""TagID"":""0700EE00A044B6A5"",""Rssi"":-27,""Numero"":7},{""TagID"":""0700EE00A0828C06"",""Rssi"":-27,""Numero"":8},{""TagID"":""0700EE00A00729D5"",""Rssi"":-27,""Numero"":9},{""TagID"":""0700EE00A055BEA4"",""Rssi"":-27,""Numero"":10},{""TagID"":""0700EE00A01017B1"",""Rssi"":-27,""Numero"":11},{""TagID"":""0700EE00A07011D2"",""Rssi"":-27,""Numero"":12},{""TagID"":""0700EE00A075BC85"",""Rssi"":-27,""Numero"":13},{""TagID"":""0700EE00A0809E25"",""Rssi"":-27,""Numero"":14},{""TagID"":""0700EE00A026A2E5"",""Rssi"":-27,""Numero"":15},{""TagID"":""0700EE00A046A486"",""Rssi"":-27,""Numero"":16},{""TagID"":""0700EE00A0653D95"",""Rssi"":-27,""Numero"":17}]"
19,2023-10-14 18:06:34,7.0036966,-73.91184,"[{""TagID"":""0700EE00A0338EA2"",""Rssi"":-27,""Numero"":0},{""TagID"":""0700EE00A0562596"",""Rssi"":-27,""Numero"":1},{""TagID"":""0700EE00A04092E3"",""Rssi"":-27,""Numero"":2},{""TagID"":""0700EE00A05201D0"",""Rssi"":-27,""Numero"":3},{""TagID"":""0700EE00A03431D6"",""Rssi"":-27,""Numero"":4},{""TagID"":""0700EE00A01621D4"",""Rssi"":-27,""Numero"":5},{""TagID"":""0700EE00A0853372"",""Rssi"":-27,""Numero"":6},{""TagID"":""0700EE00A044B6A5"",""Rssi"":-27,""Numero"":7},{""TagID"":""0700EE00A0828C06"",""Rssi"":-27,""Numero"":8},{""TagID"":""0700EE00A00729D5"",""Rssi"":-27,""Numero"":9},{""TagID"":""0700EE00A055BEA4"",""Rssi"":-27,""Numero"":10},{""TagID"":""0700EE00A01017B1"",""Rssi"":-27,""Numero"":11},{""TagID"":""0700EE00A07011D2"",""Rssi"":-27,""Numero"":12},{""TagID"":""0700EE00A075BC85"",""Rssi"":-27,""Numero"":13},{""TagID"":""0700EE00A0809E25"",""Rssi"":-27,""Numero"":14},{""TagID"":""0700EE00A026A2E5"",""Rssi"":-27,""Numero"":15},{""TagID"":""0700EE00A046A486"",""Rssi"":-27,""Numero"":16},{""TagID"":""0700EE00A0653D95"",""Rssi"":-27,""Numero"":17},{""TagID"":""0700EE00A028DC0C"",""Rssi"":-27,""Numero"":18}]"
20,2023-10-14 18:06:33,7.0037016,-73.9118666,"[{""TagID"":""0700EE00A0338EA2"",""Rssi"":-28,""Numero"":0},{""TagID"":""0700EE00A0562596"",""Rssi"":-28,""Numero"":1},{""TagID"":""0700EE00A04092E3"",""Rssi"":-28,""Numero"":2},{""TagID"":""0700EE00A05201D0"",""Rssi"":-28,""Numero"":3},{""TagID"":""0700EE00A03431D6"",""Rssi"":-28,""Numero"":4},{""TagID"":""0700EE00A01621D4"",""Rssi"":-28,""Numero"":5},{""TagID"":""0700EE00A0853372"",""Rssi"":-28,""Numero"":6},{""TagID"":""0700EE00A044B6A5"",""Rssi"":-28,""Numero"":7},{""TagID"":""0700EE00A0828C06"",""Rssi"":-28,""Numero"":8},{""TagID"":""0700EE00A00729D5"",""Rssi"":-28,""Numero"":9},{""TagID"":""0700EE00A055BEA4"",""Rssi"":-28,""Numero"":10},{""TagID"":""0700EE00A01017B1"",""Rssi"":-28,""Numero"":11},{""TagID"":""0700EE00A07011D2"",""Rssi"":-28,""Numero"":12},{""TagID"":""0700EE00A075BC85"",""Rssi"":-28,""Numero"":13},{""TagID"":""0700EE00A0809E25"",""Rssi"":-28,""Numero"":14},{""TagID"":""0700EE00A026A2E5"",""Rssi"":-28,""Numero"":15},{""TagID"":""0700EE00A046A486"",""Rssi"":-28,""Numero"":16},{""TagID"":""0700EE00A0653D95"",""Rssi"":-28,""Numero"":17},{""TagID"":""0700EE00A028DC0C"",""Rssi"":-28,""Numero"":18},{""TagID"":""0700EE00A0519AE2"",""Rssi"":-28,""Numero"":19}]"
21,2023-10-14 18:06:32,7.0036966,-73.91189,"[{""TagID"":""0700EE00A0338EA2"",""Rssi"":-24,""Numero"":0},{""TagID"":""0700EE00A0562596"",""Rssi"":-24,""Numero"":1},{""TagID"":""0700EE00A04092E3"",""Rssi"":-24,""Numero"":2},{""TagID"":""0700EE00A05201D0"",""Rssi"":-24,""Numero"":3},{""TagID"":""0700EE00A03431D6"",""Rssi"":-24,""Numero"":4},{""TagID"":""0700EE00A01621D4"",""Rssi"":-24,""Numero"":5},{""TagID"":""0700EE00A0853372"",""Rssi"":-24,""Numero"":6},{""TagID"":""0700EE00A044B6A5"",""Rssi"":-24,""Numero"":7},{""TagID"":""0700EE00A0828C06"",""Rssi"":-24,""Numero"":8},{""TagID"":""0700EE00A00729D5"",""Rssi"":-24,""Numero"":9},{""TagID"":""0700EE00A055BEA4"",""Rssi"":-24,""Numero"":10},{""TagID"":""0700EE00A01017B1"",""Rssi"":-24,""Numero"":11},{""TagID"":""0700EE00A07011D2"",""Rssi"":-24,""Numero"":12},{""TagID"":""0700EE00A075BC85"",""Rssi"":-24,""Numero"":13},{""TagID"":""0700EE00A0809E25"",""Rssi"":-24,""Numero"":14},{""TagID"":""0700EE00A026A2E5"",""Rssi"":-24,""Numero"":15},{""TagID"":""0700EE00A046A486"",""Rssi"":-24,""Numero"":16},{""TagID"":""0700EE00A0653D95"",""Rssi"":-24,""Numero"":17},{""TagID"":""0700EE00A028DC0C"",""Rssi"":-24,""Numero"":18},{""TagID"":""0700EE00A0519AE2"",""Rssi"":-24,""Numero"":19},{""TagID"":""0700EE00A06119D3"",""Rssi"":-24,""Numero"":20}]"
22,2023-10-14 18:06:26,7.0036083,-73.9120016,"[{""TagID"":""0700EE00A0338EA2"",""Rssi"":-26,""Numero"":0},{""TagID"":""0700EE00A0562596"",""Rssi"":-26,""Numero"":1},{""TagID"":""0700EE00A04092E3"",""Rssi"":-26,""Numero"":2},{""TagID"":""0700EE00A05201D0"",""Rssi"":-26,""Numero"":3},{""TagID"":""0700EE00A03431D6"",""Rssi"":-26,""Numero"":4},{""TagID"":""0700EE00A01621D4"",""Rssi"":-26,""Numero"":5},{""TagID"":""0700EE00A0853372"",""Rssi"":-26,""Numero"":6},{""TagID"":""0700EE00A044B6A5"",""Rssi"":-26,""Numero"":7},{""TagID"":""0700EE00A0828C06"",""Rssi"":-26,""Numero"":8},{""TagID"":""0700EE00A00729D5"",""Rssi"":-26,""Numero"":9},{""TagID"":""0700EE00A055BEA4"",""Rssi"":-26,""Numero"":10},{""TagID"":""0700EE00A01017B1"",""Rssi"":-26,""Numero"":11},{""TagID"":""0700EE00A07011D2"",""Rssi"":-26,""Numero"":12},{""TagID"":""0700EE00A075BC85"",""Rssi"":-26,""Numero"":13},{""TagID"":""0700EE00A0809E25"",""Rssi"":-26,""Numero"":14},{""TagID"":""0700EE00A026A2E5"",""Rssi"":-26,""Numero"":15},{""TagID"":""0700EE00A046A486"",""Rssi"":-26,""Numero"":16},{""TagID"":""0700EE00A0653D95"",""Rssi"":-26,""Numero"":17},{""TagID"":""0700EE00A028DC0C"",""Rssi"":-26,""Numero"":18},{""TagID"":""0700EE00A0519AE2"",""Rssi"":-26,""Numero"":19},{""TagID"":""0700EE00A06119D3"",""Rssi"":-26,""Numero"":20},{""TagID"":""0700EE00A0272BF4"",""Rssi"":-26,""Numero"":21}]"
23,2023-10-14 18:06:23,7.0035566,-73.91206,"[{""TagID"":""0700EE00A0338EA2"",""Rssi"":-27,""Numero"":0},{""TagID"":""0700EE00A0562596"",""Rssi"":-27,""Numero"":1},{""TagID"":""0700EE00A04092E3"",""Rssi"":-27,""Numero"":2},{""TagID"":""0700EE00A05201D0"",""Rssi"":-27,""Numero"":3},{""TagID"":""0700EE00A03431D6"",""Rssi"":-27,""Numero"":4},{""TagID"":""0700EE00A01621D4"",""Rssi"":-27,""Numero"":5},{""TagID"":""0700EE00A0853372"",""Rssi"":-27,""Numero"":6},{""TagID"":""0700EE00A044B6A5"",""Rssi"":-27,""Numero"":7},{""TagID"":""0700EE00A0828C06"",""Rssi"":-27,""Numero"":8},{""TagID"":""0700EE00A00729D5"",""Rssi"":-27,""Numero"":9},{""TagID"":""0700EE00A055BEA4"",""Rssi"":-27,""Numero"":10},{""TagID"":""0700EE00A01017B1"",""Rssi"":-27,""Numero"":11},{""TagID"":""0700EE00A07011D2"",""Rssi"":-27,""Numero"":12},{""TagID"":""0700EE00A075BC85"",""Rssi"":-27,""Numero"":13},{""TagID"":""0700EE00A0809E25"",""Rssi"":-27,""Numero"":14},{""TagID"":""0700EE00A026A2E5"",""Rssi"":-27,""Numero"":15},{""TagID"":""0700EE00A046A486"",""Rssi"":-27,""Numero"":16},{""TagID"":""0700EE00A0653D95"",""Rssi"":-27,""Numero"":17},{""TagID"":""0700EE00A028DC0C"",""Rssi"":-27,""Numero"":18},{""TagID"":""0700EE00A0519AE2"",""Rssi"":-27,""Numero"":19},{""TagID"":""0700EE00A06119D3"",""Rssi"":-27,""Numero"":20},{""TagID"":""0700EE00A0272BF4"",""Rssi"":-27,""Numero"":21},{""TagID"":""0700EE00A078595E"",""Rssi"":-27,""Numero"":22}]"
24,2023-10-14 18:06:12,7.003025,-73.91262,"[{""TagID"":""0700EE00A0338EA2"",""Rssi"":-26,""Numero"":0},{""TagID"":""0700EE00A0562596"",""Rssi"":-26,""Numero"":1},{""TagID"":""0700EE00A04092E3"",""Rssi"":-26,""Numero"":2},{""TagID"":""0700EE00A05201D0"",""Rssi"":-26,""Numero"":3},{""TagID"":""0700EE00A03431D6"",""Rssi"":-26,""Numero"":4},{""TagID"":""0700EE00A01621D4"",""Rssi"":-26,""Numero"":5},{""TagID"":""0700EE00A0853372"",""Rssi"":-26,""Numero"":6},{""TagID"":""0700EE00A044B6A5"",""Rssi"":-26,""Numero"":7},{""TagID"":""0700EE00A0828C06"",""Rssi"":-26,""Numero"":8},{""TagID"":""0700EE00A00729D5"",""Rssi"":-26,""Numero"":9},{""TagID"":""0700EE00A055BEA4"",""Rssi"":-26,""Numero"":10},{""TagID"":""0700EE00A01017B1"",""Rssi"":-26,""Numero"":11},{""TagID"":""0700EE00A07011D2"",""Rssi"":-26,""Numero"":12},{""TagID"":""0700EE00A075BC85"",""Rssi"":-26,""Numero"":13},{""TagID"":""0700EE00A0809E25"",""Rssi"":-26,""Numero"":14},{""TagID"":""0700EE00A026A2E5"",""Rssi"":-26,""Numero"":15},{""TagID"":""0700EE00A046A486"",""Rssi"":-26,""Numero"":16},{""TagID"":""0700EE00A0653D95"",""Rssi"":-26,""Numero"":17},{""TagID"":""0700EE00A028DC0C"",""Rssi"":-26,""Numero"":18},{""TagID"":""0700EE00A0519AE2"",""Rssi"":-26,""Numero"":19},{""TagID"":""0700EE00A06119D3"",""Rssi"":-26,""Numero"":20},{""TagID"":""0700EE00A0272BF4"",""Rssi"":-26,""Numero"":21},{""TagID"":""0700EE00A078595E"",""Rssi"":-26,""Numero"":22},{""TagID"":""0700EE00A0901F35"",""Rssi"":-26,""Numero"":23}]"
25,2023-10-14 18:06:01,7.0028866,-73.9131283,"[{""TagID"":""0700EE00A0338EA2"",""Rssi"":-28,""Numero"":0},{""TagID"":""0700EE00A0562596"",""Rssi"":-28,""Numero"":1},{""TagID"":""0700EE00A04092E3"",""Rssi"":-28,""Numero"":2},{""TagID"":""0700EE00A05201D0"",""Rssi"":-28,""Numero"":3},{""TagID"":""0700EE00A03431D6"",""Rssi"":-28,""Numero"":4},{""TagID"":""0700EE00A01621D4"",""Rssi"":-28,""Numero"":5},{""TagID"":""0700EE00A0853372"",""Rssi"":-28,""Numero"":6},{""TagID"":""0700EE00A044B6A5"",""Rssi"":-28,""Numero"":7},{""TagID"":""0700EE00A0828C06"",""Rssi"":-28,""Numero"":8},{""TagID"":""0700EE00A00729D5"",""Rssi"":-28,""Numero"":9},{""TagID"":""0700EE00A055BEA4"",""Rssi"":-28,""Numero"":10},{""TagID"":""0700EE00A01017B1"",""Rssi"":-28,""Numero"":11},{""TagID"":""0700EE00A07011D2"",""Rssi"":-28,""Numero"":12},{""TagID"":""0700EE00A075BC85"",""Rssi"":-28,""Numero"":13},{""TagID"":""0700EE00A0809E25"",""Rssi"":-28,""Numero"":14},{""TagID"":""0700EE00A026A2E5"",""Rssi"":-28,""Numero"":15},{""TagID"":""0700EE00A046A486"",""Rssi"":-28,""Numero"":16},{""TagID"":""0700EE00A0653D95"",""Rssi"":-28,""Numero"":17},{""TagID"":""0700EE00A028DC0C"",""Rssi"":-30,""Numero"":18},{""TagID"":""0700EE00A0519AE2"",""Rssi"":-30,""Numero"":19},{""TagID"":""0700EE00A06119D3"",""Rssi"":-30,""Numero"":20},{""TagID"":""0700EE00A0272BF4"",""Rssi"":-30,""Numero"":21},{""TagID"":""0700EE00A078595E"",""Rssi"":-30,""Numero"":22},{""TagID"":""0700EE00A0901F35"",""Rssi"":-30,""Numero"":23},{""TagID"":""0700EE00A059D26E"",""Rssi"":-30,""Numero"":24}]"
